
State,First_Year,Last_Year,Injury_Intent,Race_Ethnicity,Gender,Total_Deaths,Population,Age_Adjusted_Rate_per_ 100000
Kentucky,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,683,1965128,33.56244
Kentucky,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,596,977603,56.72631
Kentucky,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,87,987525,9.00543
Kentucky,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,3082,19058032,15.62671
Kentucky,2016,2020,All Firearm Deaths,non-Hispanic white,Male,2561,9344795,26.61848
Kentucky,2016,2020,All Firearm Deaths,non-Hispanic white,Female,521,9713237,5.32886
Kentucky,2016,2020,All Firearm Deaths,Latinx,All Genders,64,844925,7.65634
Kentucky,2016,2020,All Firearm Deaths,Latinx,Male,60,454588,13.26807
Kentucky,2016,2020,All Firearm Deaths,Latinx,Female,,390337,
Kentucky,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,,49661,
Kentucky,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,24959,
Kentucky,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,24702,
Kentucky,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,11,386743,
Kentucky,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,,186811,
Kentucky,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,199932,
Kentucky,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,1266,22304489,6.049620151519775
Kentucky,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,1019,10988756,9.73268
Kentucky,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,247,11315733,2.31691
Kentucky,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,558,1965128,27.27141
Kentucky,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,487,977603,46.05871
Kentucky,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,71,987525,7.2564
Kentucky,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,661,19058032,3.71106
Kentucky,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,489,9344795,5.60132
Kentucky,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,172,9713237,1.87593
Kentucky,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,41,844925,4.51299
Kentucky,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,37,454588,7.51101
Kentucky,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,,390337,
Kentucky,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,49661,
Kentucky,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,24959,
Kentucky,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,,
Kentucky,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,,386743,
Kentucky,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,,186811,
Kentucky,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,,
Kentucky,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,2437,22304489,10.409939765930176
Kentucky,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,2082,10988756,18.33837
Kentucky,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,355,11315733,3.064
Kentucky,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,103,1965128,5.27674
Kentucky,2016,2020,Firearm Suicide,non-Hispanic Black,Male,88,977603,8.7701
Kentucky,2016,2020,Firearm Suicide,non-Hispanic Black,Female,15,987525,
Kentucky,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,2301,19058032,11.26917
Kentucky,2016,2020,Firearm Suicide,non-Hispanic white,Male,1965,9344795,19.87579
Kentucky,2016,2020,Firearm Suicide,non-Hispanic white,Female,336,9713237,3.34641
Kentucky,2016,2020,Firearm Suicide,Latinx,All Genders,20,844925,2.76041
Kentucky,2016,2020,Firearm Suicide,Latinx,Male,20,454588,5.09717
Kentucky,2016,2020,Firearm Suicide,Latinx,Female,,,
Kentucky,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,,49661,
Kentucky,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,24959,
Kentucky,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,24702,
Kentucky,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,,386743,
Kentucky,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,,186811,
Kentucky,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,199932,
Louisiana,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,5182,23320089,22.558929443359375
Louisiana,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,4394,11384785,39.00736999511719
Louisiana,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,788,11935304,6.748770236968994
Louisiana,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,2708,7657154,35.09349
Louisiana,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,2401,3630322,64.81858
Louisiana,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,307,4026832,7.66711
Louisiana,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,2319,13820834,16.04662
Louisiana,2016,2020,All Firearm Deaths,non-Hispanic white,Male,1869,6798268,26.33618
Louisiana,2016,2020,All Firearm Deaths,non-Hispanic white,Female,450,7022566,6.28816
Louisiana,2016,2020,All Firearm Deaths,Latinx,All Genders,100,1224704,8.52283
Louisiana,2016,2020,All Firearm Deaths,Latinx,Male,86,652404,13.72625
Louisiana,2016,2020,All Firearm Deaths,Latinx,Female,14,572300,
Louisiana,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,21,162729,13.56125
Louisiana,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,11,79890,
Louisiana,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,10,82839,
Louisiana,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,26,454668,5.30043
Louisiana,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,19,223901,
Louisiana,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,230767,
Louisiana,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,2876,23320089,12.94219970703125
Louisiana,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,2498,11384785,22.58039
Louisiana,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,378,11935304,3.38213
Louisiana,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,2351,7657154,30.42616
Louisiana,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,2099,3630322,56.57572
Louisiana,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,252,4026832,6.27067
Louisiana,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,440,13820834,3.39488
Louisiana,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,326,6798268,5.02087
Louisiana,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,114,7022566,1.73507
Louisiana,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,61,1224704,5.01244
Louisiana,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,55,652404,8.30065
Louisiana,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,,572300,
Louisiana,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,162729,
Louisiana,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,79890,
Louisiana,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,82839,
Louisiana,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,13,454668,
Louisiana,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,10,223901,
Louisiana,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,230767,
Louisiana,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,2203,23320089,9.130120277404785
Louisiana,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,1807,11384785,15.6375
Louisiana,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,396,11935304,3.24595
Louisiana,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,312,7657154,4.07311
Louisiana,2016,2020,Firearm Suicide,non-Hispanic Black,Male,264,3630322,7.29074
Louisiana,2016,2020,Firearm Suicide,non-Hispanic Black,Female,48,4026832,1.2348
Louisiana,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,1822,13820834,12.22797
Louisiana,2016,2020,Firearm Suicide,non-Hispanic white,Male,1493,6798268,20.57
Louisiana,2016,2020,Firearm Suicide,non-Hispanic white,Female,329,7022566,4.44477
Louisiana,2016,2020,Firearm Suicide,Latinx,All Genders,38,1224704,3.40253
Louisiana,2016,2020,Firearm Suicide,Latinx,Male,30,652404,5.21455
Louisiana,2016,2020,Firearm Suicide,Latinx,Female,,572300,
Louisiana,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,13,162729,
Louisiana,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,79890,
Louisiana,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,82839,
Louisiana,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,13,454668,
Louisiana,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,,223901,
Louisiana,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,230767,
Maine,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,770,6700143,10.451560020446777
Maine,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,682,3281891,18.99720001220703
Maine,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,88,3418252,2.4380300045013428
Maine,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,10,125573,
Maine,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,,68363,
Maine,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,,57210,
Maine,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,746,6314632,10.67047
Maine,2016,2020,All Firearm Deaths,non-Hispanic white,Male,661,3087879,19.43467
Maine,2016,2020,All Firearm Deaths,non-Hispanic white,Female,85,3226753,2.47621
Maine,2016,2020,All Firearm Deaths,Latinx,All Genders,,114916,
Maine,2016,2020,All Firearm Deaths,Latinx,Male,,58453,
Maine,2016,2020,All Firearm Deaths,Latinx,Female,,,
Maine,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,,52421,
Maine,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,25862,
Maine,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,,
Maine,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,,92601,
Maine,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,,41334,
Maine,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,51267,
Maine,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,71,6700143,1.0965399742126465
Maine,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,50,3281891,1.60082
Maine,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,21,3418252,0.60756
Maine,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,,125573,
Maine,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,,68363,
Maine,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,,57210,
Maine,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,60,6314632,0.97673
Maine,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,42,3087879,1.3929
Maine,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,18,3226753,
Maine,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,,,
Maine,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,,,
Maine,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,,,
Maine,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,52421,
Maine,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,25862,
Maine,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,,
Maine,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,,92601,
Maine,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,,,
Maine,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,51267,
Maine,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,686,6700143,9.158909797668457
Maine,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,621,3281891,17.10358
Maine,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,65,3418252,1.73864
Maine,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,,125573,
Maine,2016,2020,Firearm Suicide,non-Hispanic Black,Male,,68363,
Maine,2016,2020,Firearm Suicide,non-Hispanic Black,Female,,,
Maine,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,673,6314632,9.48943
Maine,2016,2020,Firearm Suicide,non-Hispanic white,Male,608,3087879,17.68578
Maine,2016,2020,Firearm Suicide,non-Hispanic white,Female,65,3226753,1.84783
Maine,2016,2020,Firearm Suicide,Latinx,All Genders,,114916,
Maine,2016,2020,Firearm Suicide,Latinx,Male,,58453,
Maine,2016,2020,Firearm Suicide,Latinx,Female,,,
Maine,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,,52421,
Maine,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,25862,
Maine,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,,
Maine,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,,92601,
Maine,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,,41334,
Maine,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,,
Maryland,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,3716,30212824,12.419679641723633
Maryland,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,3344,14638980,22.902910232543945
Maryland,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,372,15573844,2.4607698917388916
Maryland,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,2277,9294690,24.5992
Maryland,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,2098,4336932,47.54666
Maryland,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,179,4957758,3.69199
Maryland,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,1269,15570020,7.2433
Maryland,2016,2020,All Firearm Deaths,non-Hispanic white,Male,1103,7627002,12.8489
Maryland,2016,2020,All Firearm Deaths,non-Hispanic white,Female,166,7943018,2.05985
Maryland,2016,2020,All Firearm Deaths,Latinx,All Genders,121,3127741,3.93049
Maryland,2016,2020,All Firearm Deaths,Latinx,Male,102,1619420,6.18662
Maryland,2016,2020,All Firearm Deaths,Latinx,Female,19,1508321,
Maryland,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,,90086,
Maryland,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,42953,
Maryland,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,,
Maryland,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,41,2130287,1.90324
Maryland,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,34,1012673,3.24931
Maryland,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,1117614,
Maryland,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,2369,30212824,8.263250350952148
Maryland,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,2124,14638980,14.94795
Maryland,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,245,15573844,1.67086
Maryland,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,2055,9294690,22.19258
Maryland,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,1897,4336932,42.70777
Maryland,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,158,4957758,3.28154
Maryland,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,202,15570020,1.33575
Maryland,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,136,7627002,1.83552
Maryland,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,66,7943018,0.83964
Maryland,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,88,3127741,2.8429
Maryland,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,73,1619420,4.29748
Maryland,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,15,1508321,
Maryland,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,90086,
Maryland,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,42953,
